geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,linien
"MULTILINESTRING ((12.116953479015704 54.05786735725156,12.116961913343609 54.057551487114402,12.116933737583118 54.057476660177471,12.116880725365908 54.057394578622407,12.11676876449588 54.057314351521647,12.116600534392123 54.057248017507419,12.116476832653424 54.057203296673407))",53ddd052-9999-11e5-96de-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1A
"MULTILINESTRING ((12.117269322393708 54.059845971480129,12.117245087952597 54.058934983048523,12.117229938801758 54.058565758425054,12.117233146020835 54.058049592916397,12.117278233254014 54.057509213876635,12.117366858347644 54.057041759545925,12.117493015437386 54.056661972943843,12.11759779259468 54.056384379243489,12.117318487385159 54.05637180191497,12.11701763954923 54.056403187014276,12.116865735479116 54.056452578657641,12.116667402424946 54.056565996312436,12.116571490312458 54.056682908840727,12.116540865234029 54.056812608181097,12.116544402911183 54.056951350383031,12.116529257991555 54.057121112786291,12.116476832653424 54.057203296673407,12.116228521324 54.0571944609569,12.116036287853925 54.057238408987502,12.115875118844883 54.057309734432046,12.115735843801815 54.057417612078311,12.115686420489478 54.057538163437393,12.115696041540806 54.057645807836714,12.115724271155663 54.057740763905372,12.115795930306774 54.057824625232954,12.115931283115311 54.057891081928055,12.116547628277326 54.058103277338518,12.116656303265488 54.058134174056768,12.11676492219954 54.05814503169681,12.116851796988355 54.058128502721814,12.116907500266672 54.058091964957725,12.116947606116341 54.058018868852166,12.116956507383044 54.057869151529154))",53ddd4c6-9999-11e5-96df-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1A
"MULTILINESTRING ((12.116789991541712 54.067527940888738,12.117359786086219 54.065925883246685,12.117418571562609 54.065727862025746,12.117450300329844 54.065541459268992,12.117488530934184 54.065069741358556))",53ddb860-9999-11e5-96dd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26-F1A
"MULTILINESTRING ((12.116685958071235 54.154300609336737,12.116152324731061 54.154196348972768,12.11610806596717 54.154172668706039,12.116085891333235 54.154144653864272,12.116087718639019 54.154120839281809,12.116120654802122 54.154069048329937,12.116155575177 54.154049515086918,12.116190399714998 54.154040854950026,12.116238262607428 54.154044043695251,12.117381095150733 54.154273964112932))",53de15f8-9999-11e5-96ed-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-45-49
"MULTILINESTRING ((12.128876081809933 54.07751370468133,12.128774674736487 54.077407148445026,12.128654340252625 54.077211560249218,12.128554524441414 54.077211666970662,12.128466747290512 54.077192260943974,12.128401582379778 54.077149107447781,12.128369665329803 54.077098100541896,12.128366481435666 54.077046523801087,12.128396580131518 54.07699841611052,12.128460000162081 54.076966357925691,12.128532543625344 54.076950285193419,12.128602100671081 54.076946616410545,12.128680792413617 54.076962527485179,12.128750454327848 54.076992736052659))",53de27aa-9999-11e5-96f1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26-27-49
"MULTILINESTRING ((12.127216392038369 54.08135163041284,12.126743557658934 54.080715825172874,12.12637814872901 54.0802958407467,12.125158554245671 54.078818905301304))",53de2fca-9999-11e5-96f3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,27-49-F1
"MULTILINESTRING ((12.120707612994002 54.146839093008907,12.121557575420077 54.147003310197007))",53de0af4-9999-11e5-96eb-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19
"MULTILINESTRING ((12.12155454482328 54.14700304367782,12.121492508456399 54.147157934758646,12.121327512825511 54.147461378017859,12.117528906513506 54.154124652799851,12.117410478055637 54.154260995663563,12.117371893129038 54.154279364666756,12.117322304884121 54.154291274482787,12.117289146455988 54.154308649714231,12.117241616714338 54.154378786575535,12.117228768475576 54.154389672110682,12.117203031857363 54.154397245383791,12.117168056597899 54.154397279428771,12.116687725769783 54.154300607623348))",53de11c0-9999-11e5-96ec-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19
"MULTILINESTRING ((12.108783366658948 54.144547621890823,12.109248347273429 54.144617471166782,12.109784193631588 54.144704776703072,12.110929241857271 54.144928735950558,12.114411047025815 54.145602211338648,12.115722111411376 54.145857957188092,12.118075247187081 54.146316922488126,12.120207902088387 54.146736164405006,12.12068967651166 54.146835606460407))",53de19f4-9999-11e5-96ee-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19
"MULTILINESTRING ((12.121554545613117 54.147003313256462,12.122048309590756 54.147099412954248,12.122407516685168 54.147200859395333,12.122874634519736 54.147377766763746,12.123192033327028 54.147470447268432,12.123829702593449 54.14764367173813,12.124317656371066 54.147776610622387))",53de1de6-9999-11e5-96ef-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19
"MULTILINESTRING ((12.151208540286154 54.090933116802923,12.151078618240929 54.09055783473439,12.151056069978173 54.090501863349864,12.150950599248697 54.090373628606031,12.150781927073785 54.090232230549823,12.150710138350311 54.090140533888345,12.150475334166796 54.089536358684931,12.150270381892485 54.089160198444169,12.150021412095308 54.088769694030532,12.149573735953171 54.08821504110994,12.149438970062654 54.088006061827876,12.149334646774381 54.087888489071759,12.149211367647794 54.087788400858948,12.148587875570346 54.087291413722092,12.148037215619045 54.086991057470307,12.147376176020732 54.086421466115148))",53de507c-9999-11e5-96fb-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.161759007446854 54.090874367598836,12.161237731387224 54.090754638686541,12.160451836777121 54.090580139212669,12.159624757813727 54.090461356867031,12.159306864696177 54.090410467766986,12.15887493830116 54.090375184512624,12.158361816114933 54.090371098419041,12.157734583565292 54.090395825366684,12.15288470307601 54.09071821624245,12.152322737119887 54.090769161199177,12.151313044099197 54.090911696360962,12.15028271703159 54.091102593868506,12.149225237255649 54.091388409102379,12.147613986364773 54.091876543105272,12.147032115304631 54.092044845783988,12.146498904060342 54.092177142133011,12.146063448516776 54.09225189650806,12.145741754039381 54.092302608612329,12.145371216827057 54.09233891131764,12.145021045275797 54.092358564112082,12.144483348182321 54.092363973676541,12.142772547476669 54.0923803938093))",53de5964-9999-11e5-96fd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,49-F2
"MULTILINESTRING ((12.161767627613983 54.090872086816034,12.161467239977206 54.091493081926103,12.161192981346627 54.091551419559138,12.160168481541072 54.091548640819234,12.159867216757808 54.091582282248083,12.158514001629969 54.091847347528841,12.157419826668681 54.092062690605495,12.156898054757461 54.092136194583937,12.15676799653925 54.092189723402868,12.156719453261346 54.092276854509549,12.156817539217796 54.092398640035896,12.157428126501973 54.092913856290963,12.157752459514777 54.093249424932452,12.157913298972181 54.093516967965279,12.157974433289082 54.093761145286791,12.157957561133124 54.09541594848821,12.157942207717685 54.095684323972201,12.157890201178883 54.095883163237374,12.156686617205541 54.099328173491557,12.156558423077087 54.099551071165322,12.156423941573051 54.099673899775084,12.156234658041205 54.099807947599167,12.156007765878751 54.099915200877838,12.154099858529325 54.100630940745873,12.153198004318217 54.100985624738215,12.15220408872316 54.101345659027075))",53de5d9c-9999-11e5-96fe-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,49
"MULTILINESTRING ((12.127121351613971 54.078010166127214,12.12656933738254 54.078261909333882,12.125722780117034 54.078599056434875,12.125158298930895 54.078817827236918))",53de2bd8-9999-11e5-96f2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26-27-49
"MULTILINESTRING ((12.133952580134721 54.111735076962198,12.135802824181001 54.108715311797276))",53de4c4e-9999-11e5-96fa-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.135806857261276 54.108714408641454,12.136138956385851 54.108178375479817,12.136356298962113 54.107880152251475,12.136643917260745 54.10751391435101,12.137347255389924 54.106660517834861))",53de4726-9999-11e5-96f9-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.152199966211775 54.101343639005123,12.15232770340522 54.101481414036869,12.152661119030137 54.10194213689347,12.15286572128073 54.102300433197897,12.152991959641383 54.102539015343751,12.153929150564927 54.104127201865481,12.154072551766312 54.104367667287967,12.154705902186032 54.104254371940442))",53de5478-9999-11e5-96fc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-49-F2
"MULTILINESTRING ((12.174977703524053 54.098772067700963,12.17466870005234 54.098635748835008,12.173411753472148 54.098115566701431,12.172264800258386 54.097597640221693,12.171309593770689 54.097124899403724,12.170072602744845 54.096468155610822,12.169088455153799 54.095904409188321,12.168341102387403 54.095429016056421,12.167434196180647 54.094810063361315,12.166719171079926 54.094274767903805,12.165742592352711 54.093497833984522,12.164957957872232 54.092852454658455,12.164422539905338 54.092415026896745,12.163298943432688 54.091601018913664,12.16273652137337 54.091289732401094,12.161764992608461 54.090874170470599))",53de6c38-9999-11e5-9701-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.110188345065557 54.133798828146148,12.112688625377789 54.134528961964264,12.112791362610954 54.134577929284688,12.112856257347714 54.134633761365961,12.112898219205844 54.134702914203629,12.112921286910735 54.134785473892038,12.113006328870256 54.135287891101029,12.113029385125689 54.135366047632715,12.1130789326642 54.135439686274374,12.113166540025688 54.135493160480927,12.11328452110542 54.135531060263197,12.113432863082888 54.135548712825475,12.113630617647017 54.135544123151206,12.114436477793292 54.135416028062117,12.114615125013056 54.135393572799913,12.114744499036183 54.135397852670685,12.114965062529269 54.135426666969565,12.115105832684257 54.13544441456316,12.115242760862959 54.135442037035524,12.115406225716399 54.135406205998265,12.117009659376766 54.134993728177506))",53de721e-9999-11e5-9702-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.120588899309512 54.136181469164285,12.120429959361077 54.136123399034496,12.120328293740702 54.136100226980446,12.120201659723724 54.136084268576049,12.120008122715733 54.136064063484106,12.119817030294852 54.13605994058311,12.119380511923076 54.136073404027478,12.119253992166053 54.136053131234341,12.119149647841628 54.136019806662034,12.119057747799832 54.135968857135339,12.118990538945075 54.135901888055137,12.118943196233696 54.135808750053094,12.118785461311102 54.135332558066558,12.118750383536426 54.135202924720993,12.118732810023614 54.135103916352271,12.118722631567367 54.135031139802024,12.118689674402779 54.134760244433501,12.118674628086014 54.134706343273976,12.118637281127112 54.134665583654758,12.118572711585831 54.134637970404313,12.118485841423686 54.134623498633779,12.118394090878979 54.134623588920455,12.118300731180103 54.134634733498196,12.117010920671344 54.134993457371344))",53de77a0-9999-11e5-9703-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.131637183668687 54.132412756183292,12.132983995033424 54.131633177487863,12.134995403754797 54.130461858842402,12.13591182835378 54.129927687627799,12.136139329326053 54.129806029536788,12.136454149323702 54.129645093048865,12.13893518519451 54.128520620866119,12.139263998096165 54.12836172761331,12.139613798228686 54.128178097581909,12.143209248479391 54.126109516282952,12.144359771034264 54.125426822072413))",53de7bce-9999-11e5-9704-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-49
"MULTILINESTRING ((12.150441184774394 54.122172904933805,12.150413690487211 54.122140859201302,12.150372591775414 54.122114761235828,12.150274930718471 54.122077681089046,12.148936605727222 54.121739942696379,12.147771307673711 54.121447086923062,12.143299615669667 54.120266339456819,12.142994899664522 54.120182323141677,12.142801496077293 54.120109226833051,12.142637075377122 54.120026031518393,12.142498329920455 54.119924743671021,12.142392001286469 54.119821440385962,12.142304341314555 54.119717126469133,12.142072384761674 54.119400014134214))",53de7fc0-9999-11e5-9705-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-49
"MULTILINESTRING ((12.144359904396032 54.125428888696156,12.147000131714568 54.123890162182228,12.147496602882388 54.123601462986478,12.147937208780439 54.12335803008795,12.148343000282274 54.12315372766809,12.148881763031783 54.122912237046094,12.150400057692565 54.122243496607815,12.150424219173225 54.122226213249334,12.150442937897964 54.122204084238028,12.150441188680793 54.122173983251564))",53de83a8-9999-11e5-9706-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-49
"MULTILINESTRING ((12.102755716708788 54.141936653822981,12.102926560866797 54.141837645726675,12.102958569634996 54.14171466966954,12.102894666052125 54.141623758031784,12.10282788601007 54.141574026043564))",53de881c-9999-11e5-9707-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-45-49
"MULTILINESTRING ((12.07175799546858 54.099031570953159,12.072203752566182 54.099034898630379,12.072651655415589 54.099039391546967))",53deb396-9999-11e5-970a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F1
"MULTILINESTRING ((12.072468408313663 54.099239801116035,12.072220327715993 54.099285060282007,12.072079245535031 54.099297006488101,12.071905727508181 54.09929234773243,12.071814902725816 54.099272273241994,12.071758323057336 54.099221266251028,12.071738041112377 54.099159634053443,12.071755977925806 54.099031572156711))",53deb864-9999-11e5-970b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-F1
"MULTILINESTRING ((12.067516655522644 54.098204793746085,12.067728198018145 54.097868776256689,12.068031535691809 54.097380932086324,12.068436047374364 54.096697942393753,12.068601668692583 54.096432310192931,12.068767009390466 54.096074570866108,12.068877219921315 54.095852372563257,12.068968804757464 54.095500066768494))",53debdaa-9999-11e5-970c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25
"MULTILINESTRING ((12.068088825472103 54.098562205863594,12.06909397392951 54.098740455071258,12.069877858124011 54.098859157256314,12.070670915138452 54.098956282427537,12.071297939743838 54.098999225162345,12.071768209123642 54.099031474999215))",53dec232-9999-11e5-970d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25
"MULTILINESTRING ((12.068088798673106 54.098545851268526,12.067609200530134 54.09843235840809,12.067433949525343 54.098367397785296,12.067452218545942 54.098280672160357,12.067525833948149 54.098188523843085))",53dec656-9999-11e5-970e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25
"MULTILINESTRING ((12.069695298703619 54.095191785778269,12.069229118347828 54.095165096833306,12.069097902569395 54.09518826644539,12.069038820163312 54.095219212400188,12.069012677778817 54.095269369587335,12.068960478030036 54.095497016284284))",53decd72-9999-11e5-970f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25
"MULTILINESTRING ((12.073141857374916 54.095416939100168,12.072268871548387 54.09536774161716,12.071067385627741 54.095283629142571,12.069701861593098 54.095195645978848))",53ded20e-9999-11e5-9710-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25
"MULTILINESTRING ((12.073145380199133 54.095418162729459,12.073543306048212 54.095439112268011,12.073658355426886 54.09545134911918,12.073717581646797 54.095484836753748,12.073733809856726 54.095519596676809,12.073745271812387 54.09558091079208,12.073720462076597 54.09569386392036,12.073655377332125 54.09594047366047,12.073616826058212 54.096170255807884,12.073580491404485 54.096462389427806,12.073580203964543 54.096883130954204,12.073596708506743 54.097121662307167,12.073630140655034 54.097336989177656,12.0737231951318 54.097703909816843,12.073785224399996 54.097892567351948,12.073975738210999 54.098281538615637,12.074082408512266 54.098492627241029,12.074157566451868 54.098704213426707))",53ded632-9999-11e5-9711-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25
"MULTILINESTRING ((12.159243649536119 54.113993369123243,12.160470576857767 54.113652157013114,12.161285077172629 54.113426686814108,12.162687050129927 54.112988257982984,12.163501477634901 54.112750641692195,12.164068330427543 54.112555771769891,12.164738169362915 54.112281501369026))",53dad30c-9999-11e5-9646-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-45-49-F2
"MULTILINESTRING ((12.142072381380308 54.119399025675492,12.142789778206128 54.119196260631817,12.143257729228724 54.119059116906691,12.143968242765851 54.11883927956579,12.144443058187019 54.118683072632194,12.144731605102219 54.118582352042644))",53dad776-9999-11e5-9647-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-45-49-F2
"MULTILINESTRING ((12.144727188721893 54.118582087773106,12.150019849350473 54.116706692173608))",53dadb54-9999-11e5-9648-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-45-49-F2
"MULTILINESTRING ((12.150007262611561 54.116714525709789,12.150462878130718 54.116564339519137,12.151247042974482 54.116326574625873,12.159243398975612 54.113993818756562))",53dae0a4-9999-11e5-9649-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-19A-45-49-F2
"MULTILINESTRING ((12.136191909064495 54.115097922636828,12.139525749644225 54.11684628934016,12.139759588945051 54.116983144787426,12.140028149373004 54.117165698264827,12.140218848281759 54.117302603004596,12.140669771107207 54.117728643485933))",53db47c4-9999-11e5-965e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-F2
"MULTILINESTRING ((12.154713628835333 54.104252703596039,12.158395676401186 54.103559805273086))",53de658a-9999-11e5-9700-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,16-18-19-19A-45-49-F2
"MULTILINESTRING ((12.102475029235201 54.143130821650608,12.102202237847036 54.144117162751698))",53dea108-9999-11e5-9708-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,19-45-45A-49
"MULTILINESTRING ((12.164693322553841 54.108064233637414,12.164535067839406 54.107944666149017,12.164374636102981 54.107784664220915,12.164176599565856 54.107619231900209,12.163903156539439 54.107393156315119,12.163648639065025 54.107200212875263,12.163281007664702 54.106946676760238,12.162847650783437 54.106687657132127,12.161632325829574 54.1059657392275,12.160596175032508 54.105354098385348,12.160281182963418 54.105169675359555,12.159807175525499 54.104922919898492))",53de33b2-9999-11e5-96f4-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,16-18-19-19A-45-49-F2
"MULTILINESTRING ((12.159795557150998 54.104918801745761,12.15938122458088 54.104709437162164,12.159155015654264 54.10455508666962,12.158928829013467 54.104373148547161,12.15879657686914 54.104218673238336,12.158475029591042 54.103699883177946,12.158390009338639 54.103561879524719))",53de37a4-9999-11e5-96f5-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,16-18-19-19A-45-49-F2
"MULTILINESTRING ((12.163353712240424 54.111100017152999,12.163004859276521 54.11081877784089,12.162806835183813 54.110658824812411,12.162740605345721 54.110559528787292,12.162702434494491 54.110410501982656,12.162730103471391 54.110261296284499,12.162795341199622 54.110139716765218,12.162916975965659 54.109990383858737,12.163132576173254 54.109841013337494,12.165327059450126 54.108562179942652,12.164695347295847 54.108065938214772))",53de3b82-9999-11e5-96f6-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,16-18-19-19A-45-49-F2
"MULTILINESTRING ((12.164738171144581 54.112281950668539,12.164096150358013 54.111743126357148,12.163671535428056 54.111379859885332,12.163365462715728 54.111105123244407))",53de3f6a-9999-11e5-96f7-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,16-18-19-19A-45-49-F2
"MULTILINESTRING ((12.104758788743531 54.119112448126899,12.103677476978508 54.119358882721784))",53d7a678-9999-11e5-9592-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.1071668363504 54.112298380219919,12.107209369591052 54.112210369077737,12.107294691415122 54.112084578436701,12.108926838334964 54.110379809297214,12.109033467235617 54.110253998090421,12.109161455176743 54.110096806147105,12.109321362908416 54.109895463631041,12.110548072987493 54.108605924878631))",53d7ab6e-9999-11e5-9593-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.110551619561365 54.108611582823841,12.111007355827775 54.108156110259209,12.114475970441131 54.10451980356757,12.114577162281982 54.104400372576762,12.114640391123364 54.104325728178267))",53d7b064-9999-11e5-9594-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.103677483708797 54.119361578522287,12.10290458063113 54.11837108377199,12.102521271326747 54.117839977570604))",53d7b42e-9999-11e5-9595-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.102521277981635 54.117842673371896,12.102312256834933 54.117490509297255,12.102193630736924 54.117473177215665,12.1021214753669 54.117423455902262,12.102112833604815 54.117346363151782,12.102193183638883 54.117291480193899,12.102324477043865 54.117278967905598,12.102443302383382 54.117326133288493,12.102460378764572 54.117395850294521,12.102413981999955 54.117458073076364,12.102308100005917 54.117493028918148))",53d7b8e8-9999-11e5-9596-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.136708107289962 54.106400380854055,12.136328970858107 54.10623969124719,12.135628778996461 54.105897485225235,12.134845571337307 54.105503249119501,12.134541180225472 54.105325037147637,12.134212394552986 54.105090149668278,12.133728910339974 54.10471093769997,12.132282639341085 54.103523323003408,12.130850331077667 54.102418437063342,12.130368311486267 54.101963816907919))",53db0886-9999-11e5-9650-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.136708107289962 54.106400380854055,12.137002267231344 54.106530433778481,12.137217969745477 54.10661843093542,12.137348642702273 54.106660516251317))",53db0c78-9999-11e5-9651-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.130389737791798 54.101960109409482,12.129801611268169 54.101525461069315,12.12886620295553 54.100763281285616,12.126465257400033 54.098826818486152))",53db1056-9999-11e5-9652-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.114633695766187 54.104321600977059,12.115015185335134 54.103865554563178,12.115113076093573 54.103784766258315,12.115299241730163 54.103657705036561,12.118209002544891 54.101976647257402,12.119296368557007 54.10134699987946,12.119698066297289 54.101104337008557))",53db166e-9999-11e5-9653-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.104755389071098 54.119115057032701,12.110917412450016 54.117692079756495,12.111100016681448 54.117620382550854,12.111209432593661 54.117541563908397,12.11127011481379 54.117448412598748,12.111294212712899 54.117355295098612,12.111269596963364 54.117255123686682,12.110608635186095 54.116146138605906))",53ddaed8-9999-11e5-96db-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.110604275994065 54.11616716991459,12.109895274106437 54.114957581363605,12.109837335157202 54.114847645278772,12.109721897186073 54.114746208474791,12.108638751113801 54.113706159786901,12.107830207479022 54.112936784263511,12.1076136061059 54.112733893871862,12.107535245223621 54.112673937239187,12.107312875767377 54.11258086075906,12.107241295766526 54.112557650755022),(12.107169216252807 54.112291908157331,12.107145514822623 54.112345575875096,12.107126362137743 54.112402294788779),(12.107241295766526 54.112557650755022,12.107181837078498 54.112587986659399,12.107109083813967 54.112598924541402,12.107050936524248 54.112599785030476,12.106971541903153 54.112578828326242,12.106935761042012 54.112546240836451,12.106919759724303 54.112504290288854,12.106931616685239 54.112455305880154,12.106979068288503 54.112415635301652,12.107066307088989 54.112396956622064,12.107126362137743 54.112402294788779),(12.107126362137743 54.112402294788779,12.107169510917428 54.112406120359161,12.107229131962869 54.112438776397553,12.107264943127129 54.112483045614859,12.107257116679106 54.112529600235128,12.107241295766526 54.112557650755022),(12.107126362137743 54.112402294788779,12.107125861529873 54.112403822859889))",53ddb400-9999-11e5-96dc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.119698066556117 54.101104426868794,12.123743743087847 54.098747336155036,12.124987614762745 54.098013597065368,12.125108869336756 54.097955960283379,12.125196713090718 54.097941581076554,12.125313853408047 54.097941459122097,12.125436049929665 54.097987250524298,12.126471809448908 54.098825194109104))",53dddb60-9999-11e5-96e0-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-45A
"MULTILINESTRING ((12.136188249388683 54.115097477477072,12.135822066034658 54.114948273924746,12.13555407457306 54.114852695152997,12.135266556913811 54.114764775860458,12.134841734046478 54.114657869568191,12.132685714902458 54.114234418140157,12.132528760883263 54.114184718624919,12.13248298736459 54.114150262666293,12.132476305605891 54.114111899666931,12.132502221213922 54.114050496536557,12.133944383405806 54.111735715108921))",53de4348-9999-11e5-96f8-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.144608219799782 54.103470321123403,12.145024177001465 54.103375107533381,12.145507222284614 54.103279811391708,12.148821527840402 54.102581315759529,12.14925083376751 54.102486071025119,12.149612992569189 54.1023751826785,12.149975092362459 54.102248477861487,12.151168360115088 54.101741878607882,12.151744927149339 54.101504370354007,12.152206928943887 54.101345891789116))",53dae496-9999-11e5-964a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,45-F2
"MULTILINESTRING ((12.154715329052429 54.104254496189029,12.154427932879132 54.103747829102282))",53de61a2-9999-11e5-96ff-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,16-18-19-19A-45-49-F2
"MULTILINESTRING ((12.063844885858497 54.105155707076932,12.061948550073073 54.105278729049203,12.059913672177389 54.105450584414555,12.055317907907547 54.105851496311047))",53d7ef7a-9999-11e5-95a0-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,25-39-128
