geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,linien
"MULTILINESTRING ((12.072631566827106 54.134430044835916,12.073229969291608 54.134397692030007))",53d906d0-9999-11e5-95e5-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,35-35A-38-39-45-49-F1
"MULTILINESTRING ((12.078558580531327 54.136146061369729,12.078915860540896 54.136866414418265,12.079065683145826 54.137202661780492,12.07913738306355 54.137473272734873,12.079148015385869 54.137753898262439,12.079111298441838 54.138024670320384,12.079081042849822 54.138176014292448))",53d8fb7c-9999-11e5-95e2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,35-35A
"MULTILINESTRING ((12.086236133717769 54.136324029257047,12.086538873584644 54.136366585281365,12.087003094153282 54.136436521057469,12.087186644214549 54.13645579797349,12.087304127782932 54.136447176112156,12.087417539647186 54.136422921464124,12.087572173264629 54.136375542716664,12.087664850508906 54.136334319391878,12.08774714247796 54.136276120038545,12.087811053863279 54.136239770007023,12.087885216250221 54.136216711727677,12.08794705613615 54.13621540851441,12.087994534073003 54.13622633672334,12.088031696035321 54.136252908089894,12.088037962457742 54.13629163314156,12.088013312676908 54.136332807024296,12.087970076676561 54.13635826899889,12.087912427198042 54.136371700255125,12.087419627908716 54.1364556289655,12.087324851748644 54.13645929216878,12.08718462730846 54.136456967613789))",53d8ff50-9999-11e5-95e3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,35-35A
"MULTILINESTRING ((12.079081042849822 54.138176014292448,12.07925397287937 54.138183808207422,12.079487846038715 54.13818167704779,12.079701348804576 54.138153679272229,12.079830145550785 54.13811773980332,12.079948661179847 54.138051973536399,12.080040028834178 54.137980294456099,12.080097444483609 54.137908637906925,12.080137908700488 54.137817043717448,12.080232190549006 54.137490519822208,12.080309755000075 54.137265548705322,12.080380661221438 54.137122174789297,12.080461797936252 54.13698283768516,12.080590216893313 54.136819566128565,12.080728912095427 54.136684144116231,12.080894772617524 54.136564608892115,12.081080975346911 54.136457011104852,12.081263800595286 54.136365320516909,12.081480598853341 54.136285558024916,12.081717743398999 54.13621970961804,12.081951510955527 54.136169768252167,12.08218871709315 54.136135729293109,12.082439458974969 54.136117675664565,12.082680131493126 54.136113466862916,12.082998825194082 54.136121245029642,12.085381905133849 54.136242955634074,12.085856408538781 54.136282426016152,12.086236133717769 54.136324029257047))",53d90310-9999-11e5-95e4-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,35-35A
"MULTILINESTRING ((12.077537103553215 54.134084617632872,12.078558584443908 54.136148128145756))",53d91350-9999-11e5-95e7-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,35-35A-45-49
"MULTILINESTRING ((12.073234634392223 54.134395173112154,12.076310714245452 54.134181192285844,12.077225546525643 54.134105126321771,12.077532176270299 54.134081745288469))",53d91940-9999-11e5-95e8-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,35-35A-45-49
"MULTILINESTRING ((12.036895538307345 54.16907589566361,12.036833156720675 54.169093077924344,12.036747143088082 54.169096608739537,12.036669070632517 54.169081715891821,12.036616248989308 54.169054234993155,12.036585023204076 54.169023242989681,12.036571350471249 54.168987752673246,12.03658103683884 54.168943089594691,12.036616111267612 54.168898418792267,12.036662948476305 54.168871985859553,12.036721540538986 54.168854804842788,12.0367937850638 54.168850199943513,12.036858336973733 54.168859345849754,12.036918860324615 54.168883409622254,12.036969671192349 54.168922303153849,12.036989281812662 54.168958959772937,12.036985401049503 54.168997959956243,12.036960043611597 54.169032383907002,12.036928742381624 54.169058722328288,12.036891622715757 54.169075896864143))",53d93592-9999-11e5-95ef-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.037536332270486 54.169244183899998,12.036944394484085 54.169047215517544))",53d93ce0-9999-11e5-95f0-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.056715883308831 54.176361444252542,12.056320414925434 54.176324428162893,12.054468411753831 54.176145292164641,12.054075711112436 54.17609631616223,12.053796325294135 54.176043693919368,12.05355205563481 54.17598764075678,12.053313712363096 54.175922418822445,12.053059669699408 54.175829706382558,12.052819271776526 54.175736987419299,12.0515489798389 54.175192091957882))",53d940e6-9999-11e5-95f1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.056712219693363 54.176361445978557,12.058235346154 54.176502606666205))",53d9449c-9999-11e5-95f2-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37
"MULTILINESTRING ((12.058266191923773 54.176337699884627,12.058310744937247 54.176218075551887,12.058378733137959 54.175964729157791,12.058376772090213 54.17591782353886,12.058345500699186 54.175869674098216,12.058278999512767 54.175833043703882,12.058187139967615 54.175820507833052,12.05810516949532 54.17583312773214,12.058032942493671 54.175857244873001,12.057997742832862 54.175890419929452,12.057986178313703 54.175931760792061,12.058009627921374 54.175987821715722,12.05811341335561 54.176126424601392,12.058266064960399 54.176337250649475,12.058236986448918 54.176501168123579))",53d94848-9999-11e5-95f3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37-F1
"MULTILINESTRING ((12.067384748477446 54.176846397486081,12.063826853479448 54.176944665498119,12.063392402370425 54.176950915620189,12.06310839583004 54.176945044257437,12.06271609220145 54.176919729218888,12.05822726204296 54.176503419310528))",53d94bfe-9999-11e5-95f4-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37-F1
"MULTILINESTRING ((12.07600470979245 54.176156895759981,12.075144207437248 54.176192570897051,12.074369615851634 54.176232140660709,12.074160938537188 54.176244400389194,12.068462276321082 54.176789627493655,12.068041514294672 54.176821945802942,12.067668608939924 54.176840217699215,12.067391567245039 54.176844416764325))",53d95036-9999-11e5-95f5-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37-F1
"MULTILINESTRING ((12.08422318190075 54.169384655586562,12.08443162767635 54.169215124532862,12.084505285926426 54.169162774656677,12.084649668946852 54.169168154653903,12.084794080297167 54.16924910625265,12.085058534359487 54.169414710383904,12.085221607770199 54.169540757721279,12.085359969712673 54.169627104485642,12.085482844341277 54.169614436984013,12.085562527789479 54.169544110298048,12.08556538060518 54.169457573627199,12.085396332830296 54.169374843243439,12.08515969107439 54.169282994788446,12.084372951293755 54.16899527959874,12.084219491315437 54.169060265568305,12.0840997957723 54.169145086698443,12.084072413768874 54.169220767476524,12.084112481188438 54.169296401143512,12.08422318190075 54.169384655586562),(12.08422318190075 54.169384655586562,12.083898293213618 54.169687618883181,12.083769599035133 54.169821059901324,12.083496663762583 54.170021276599144,12.083094785718901 54.170234162053951,12.082584172921198 54.170518654189124))",53d95478-9999-11e5-95f6-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37-F1
"MULTILINESTRING ((12.078433318374501 54.176301269728704,12.07679846544865 54.176166456315123,12.076418685029546 54.176150613142319,12.076001302649107 54.176158964675473))",53d95856-9999-11e5-95f7-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-37-F1
"MULTILINESTRING ((12.063503186118771 54.152955136631732,12.063403244146501 54.152331293553878,12.063420082511485 54.152278806625276,12.063485164479712 54.152234830926226,12.06356240191962 54.152213583273785,12.068798318369536 54.151904462398285))",53d95c02-9999-11e5-95f8-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.08258417619485 54.170518756865867,12.082554648563189 54.17060322686347,12.082506450991033 54.170694017920191,12.082347724713895 54.170846797746513,12.082263189072803 54.17095846093585,12.081007802820398 54.172281952784445,12.080154512005592 54.173194057543881))",53d961c0-9999-11e5-95f9-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.080148836037862 54.173198464432275,12.079462904588738 54.173921658076658,12.079261722422238 54.174147157989353,12.079105867805152 54.174361575081846,12.078953854091223 54.174603666129208,12.078865612933557 54.174768436169913,12.078766093865095 54.174981737572125,12.07868172681523 54.175191704187206,12.078601257857262 54.175459178174144,12.078548970538925 54.175665888795592,12.078470687622996 54.176088009171771,12.078433440453528 54.176299023165754))",53d96742-9999-11e5-95fa-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.058593457650499 54.155211846412854,12.058767447799454 54.155207538178196,12.058823013371848 54.155213172190763,12.058868870421202 54.155228695487239,12.058914873946037 54.155258416517611,12.059040670384112 54.15545973032286,12.059086722821736 54.155523508064668,12.059149528575052 54.155558881911126))",53d96cf6-9999-11e5-95fb-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.068912690422886 54.152426122338703,12.06879832299078 54.1519072480462))",53d9720a-9999-11e5-95fc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.071025564873297 54.161970681243268,12.070945569316851 54.161790739743545,12.070833939935763 54.161500109836219,12.070731762323511 54.161123029363679,12.069657969400597 54.156018282582501))",53d9787c-9999-11e5-95fd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.084373247961425 54.168995039356155,12.083615096109941 54.168634419104173,12.082155601131877 54.168048437692427,12.081324193073707 54.167803971184206,12.081073971537187 54.167750297098095,12.080867379675981 54.167708022376587,12.080725818344677 54.167677988913503,12.08036292735104 54.167666867484776,12.079945921423693 54.167704778313968,12.079251718200757 54.167912080804925,12.078780126988043 54.167848805932351))",53d97e12-9999-11e5-95fe-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.059038648354322 54.153950987820764,12.059084254355442 54.1541456913194,12.05915262172541 54.154363747119618,12.05926184821546 54.154722413112196,12.059390726331182 54.155312098426037,12.0594077660375 54.155395749340016,12.05939332853284 54.155453895651078,12.059359677915694 54.15549785361484,12.059267947986454 54.15554471569186,12.059120615205712 54.15556033387152,12.058642353285434 54.155590311392011),(12.058635155992125 54.155590314898632,12.058386293185631 54.155598972549527,12.058267957786178 54.155583394321845,12.058168915797628 54.155549475289128,12.058096372261934 54.155502693458608,12.058062470892866 54.155458768456434,12.058052694666319 54.155420492967146,12.058052635155198 54.155377989387368,12.058081615161958 54.155334034042383,12.058129915907946 54.155291417254439,12.058207135921435 54.15525175183199,12.058315816150971 54.155226179083733,12.058588659498726 54.155211848748692))",53d98434-9999-11e5-95ff-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.06965797423122 54.156021158088024,12.068912692662732 54.15242747023273))",53d989f2-9999-11e5-9600-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,36-F1
"MULTILINESTRING ((12.087391403349979 54.174645552862373,12.086540892149184 54.175090431865257,12.086480585936625 54.175128036407528,12.086437331436681 54.175164460507631,12.085695084859967 54.175986125829411,12.085195125105614 54.176566612529001,12.085170772558978 54.176581007251414,12.085127463334585 54.176592090577358,12.085080341426462 54.17659212388358,12.084743104381948 54.176564774891595))",53d98f24-9999-11e5-9601-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.085786269636419 54.172739351998388,12.08785176256351 54.174121337711931,12.087923536394891 54.174190926336713,12.087948155933033 54.174243925386634,12.087940660905161 54.174283738563346,12.087897441541235 54.174335708839415,12.08738950599275 54.174644386067719))",53d995e6-9999-11e5-9602-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.085676972394641 54.17358033397651,12.085897508098759 54.17314184276254,12.085909390932027 54.173085043150671,12.085920594992565 54.17300550959574,12.085920455268761 54.172938115152192,12.085903264465768 54.172871811187363,12.085859792320219 54.172802291025725,12.085784370179608 54.172737106866869,12.083958655096698 54.171488539406418,12.08308334758831 54.170892390236261,12.082584079428413 54.170518623386727))",53d99cb2-9999-11e5-9603-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.083802723233784 54.177332382454011,12.084784346621591 54.175358204428214,12.085678871884316 54.173582579109365))",53d9a3ba-9999-11e5-9604-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.081719016058697 54.180115319517142,12.082265692827422 54.180237605175627,12.08230903733133 54.180241978658806,12.082346672283062 54.180234225028499,12.082363564950599 54.180215432885149,12.083232375462194 54.178490884917139,12.083800830397772 54.177333462083311))",53d9a9b4-9999-11e5-9605-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.205089479456076 54.084599836728032,12.212131803070388 54.082670892411052))",53dbfc5a-9999-11e5-9686-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,23
"MULTILINESTRING ((12.081385803322938 54.177326222623456,12.078333594200007 54.177077449683026,12.078269509578179 54.177059789072466,12.078222316221362 54.17702225854444,12.078207173984184 54.176964758412872,12.078428407989275 54.176376754768953,12.078433950541422 54.17630153889489))",53d9af04-9999-11e5-9606-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.07957240198968 54.179631606985978,12.080350802793912 54.179832195135525,12.08101804572545 54.179976511326068,12.081719142401633 54.180115319431394))",53d9b86e-9999-11e5-9607-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.07957240198968 54.179631606985978,12.078839261829057 54.179443115178877,12.078741145804539 54.179403461577408,12.078686486718025 54.17936144316252,12.078650654698279 54.179320580596716,12.078637292410036 54.179269728965707,12.078637214808913 54.179228843038693,12.078892052543528 54.178503781380158,12.079632320235079 54.176493141106889,12.079635900964757 54.176450006258243,12.079611463684895 54.176421267431905,12.079549270368288 54.176401449625878,12.078431931451304 54.176302708381549))",53d9bc88-9999-11e5-9608-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.083716523451121 54.177500389492458,12.0813840325228 54.177325145508547))",53d9c066-9999-11e5-9609-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.084741211605483 54.176565854535795,12.084209886263189 54.176517613408969))",53d9c41c-9999-11e5-960a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,37
"MULTILINESTRING ((12.057446615429503 54.143121323240351,12.057233540434495 54.140012184292203))",53da0436-9999-11e5-961a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.0572294980182 54.140009759998449,12.057174856368261 54.138186798557832))",53da07f6-9999-11e5-961b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.136028881828294 54.070542235757571,12.135322567068181 54.069565345027598,12.134545808150122 54.068614768246796,12.133768978431609 54.067631117543279,12.132846066848643 54.066580946243093))",53dc7310-9999-11e5-969e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,26
"MULTILINESTRING ((12.07307893354518 54.131834887351808,12.073143849608545 54.131863962550803,12.073174464163328 54.131906537577692,12.073174624049971 54.13407288192893,12.073197822427268 54.134274513580344,12.073232359235242 54.134393197577594))",53d9cb92-9999-11e5-960c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,38-39-F1
"MULTILINESTRING ((12.071357082948932 54.129982288379729,12.071372114277514 54.129770659099897,12.071399064988633 54.129665956176467,12.071441532803378 54.129558907672632,12.07154196886505 54.129406355523521,12.071673493807618 54.129281192084079,12.072521183360937 54.128750420078369))",53d9cf48-9999-11e5-960d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,38-39-F1
"MULTILINESTRING ((12.07768316230692 54.120216957587353,12.081002004845011 54.123219962312639))",53d9e05a-9999-11e5-9611-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,38-39-F1
"MULTILINESTRING ((12.099169311067154 54.092453534063814,12.099916532650941 54.092544034402543,12.100425283920529 54.09260902928397,12.101172580016085 54.092676068142346,12.101764729357866 54.092712950682049,12.102356822216132 54.092726466598037,12.10290914328478 54.092716649872415,12.104156598228563 54.092633892960791,12.104871820748642 54.092628598822692,12.105614983238898 54.092653648793942,12.106568802855955 54.092720472650477,12.107380608762908 54.092815452306169,12.108043340302979 54.09288971280359))",53da1782-9999-11e5-961e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.108043460308073 54.092887376319922,12.108543466411582 54.09292835195388,12.10890585210638 54.092942581853244,12.109239700053573 54.092939942784056,12.109422313248526 54.092911830170209,12.10963673117257 54.092848552797825,12.109974134400172 54.092712735019958,12.11283658750267 54.091780476031154))",53da1b42-9999-11e5-961f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.112844523596838 54.091778042350008,12.115937260923433 54.090829138525564,12.118211951651254 54.090112173131345))",53da204c-9999-11e5-9620-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.118208050148866 54.090114513342321,12.119541821880963 54.089704509037901,12.120042044392617 54.089524109854359,12.122125375796051 54.088643714611095))",53da2452-9999-11e5-9621-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.12212146778919 54.088643718578432,12.12264135530981 54.088428332771919,12.122748275258772 54.088348786868139,12.122791771008394 54.088264632868331,12.122795501696697 54.088161918285067,12.122731536290807 54.088059182924724,12.122631978428014 54.087984610216353,12.122258030996635 54.08779808058749))",53da281c-9999-11e5-9622-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.108684962080996 54.083441991428934,12.108507789255851 54.083268899849536,12.108330627165882 54.083147747513223,12.104784254447619 54.081196866748265))",53da2bdc-9999-11e5-9623-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.057768677115158 54.148140646722645,12.057661446960772 54.147561641917441,12.057657213400075 54.147422271464663,12.057681256719311 54.147100202565653,12.05769315398434 54.146759089197502,12.057672161579056 54.146369826737384,12.057546633099935 54.144517247612988,12.057445475373944 54.143118448270336))",53da32b2-9999-11e5-9624-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.058358249308657 54.15119433482738,12.058247266579302 54.150831535111458,12.05813203530837 54.150408711036505,12.057888387683432 54.14888543658769,12.057772716850359 54.148140554923621))",53da36c2-9999-11e5-9625-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.059037517486029 54.153954852340867,12.058856289211471 54.15312589582868,12.058745065510431 54.152599731908744,12.05874490218128 54.152484442018277,12.058606119056925 54.15193106387764,12.058358249308657 54.15119433482738))",53da3b04-9999-11e5-9626-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.104778447674464 54.08119336723621,12.10423560192427 54.080899365098034,12.103332934746218 54.080460095678283,12.103020238502019 54.080311374714491,12.102843171029741 54.080165951754189,12.102777978395387 54.080051704543571,12.102724734023559 54.079927023238817,12.102712484268736 54.079764205926978,12.102788224713819 54.07940379939221,12.102776111882157 54.079296426075814,12.102699376730774 54.079202946516581,12.102534156061719 54.079106037800067,12.101684733538878 54.078718739918266,12.10139555699612 54.07854222781657,12.101194934639913 54.078396912108815,12.100710739552122 54.07799195633357,12.100386249827638 54.077801632784222,12.100047251087293 54.077603682253852,12.099967408540346 54.077524401526126,12.09991815726538 54.077430717600841))",53da3ece-9999-11e5-9627-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.067245520625136 54.11586969678369,12.066991936782633 54.115540141043702,12.066705244622167 54.115171873348501,12.066539769965326 54.114874617424235,12.066440281138471 54.114583794773118,12.066329261829777 54.113943961129223))",53da428e-9999-11e5-9628-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.066037864738332 54.11568309700737,12.066411798639226 54.113337987804464,12.066577943059533 54.112247711039757,12.066635306002624 54.111364712010491,12.066583990185336 54.110748208855014,12.06643176369426 54.110047831841385,12.065976360016958 54.108809896957311,12.065471113417054 54.107779205223174,12.065294382581058 54.107517897499356,12.064260026771354 54.106359165885706,12.064024664779433 54.10609788754563,12.063873123212842 54.105885807746361,12.063780396446935 54.105619510765322,12.063788482650228 54.105382724352097,12.063846896240808 54.105150853548579))",53da4798-9999-11e5-9629-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1-F2
"MULTILINESTRING ((12.066412066002636 54.109955556165502,12.066225033561167 54.108780196264,12.065982547315217 54.107702814063678,12.065758888914567 54.106799570294456,12.065609838370422 54.106255457251422,12.065590628839173 54.105831057142751,12.06562707097547 54.10542828300661,12.065737817417192 54.105199707556594,12.065996902593948 54.105068908675221,12.066718899694692 54.104905323908518))",53da4b8a-9999-11e5-962a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1-F2
"MULTILINESTRING ((12.057992624607383 54.124744789504938,12.058398338447084 54.123443958064584,12.058504170817869 54.12315779202715,12.05854823623196 54.123001683557909,12.058601022892354 54.122767482370591,12.058618415994724 54.122486571132839,12.058600259128506 54.1222264348918,12.058546431158932 54.12172180655709,12.058546431158932 54.12172180655709))",53da4f40-9999-11e5-962b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.071670496692807 54.151074010344438,12.071729673597209 54.149227896928508,12.071700557966508 54.149036513032947,12.071642677676273 54.148856468577485,12.071546540017353 54.148673571325283,12.071421502467873 54.148496352308179,12.071238999759299 54.148305059202677,12.070941426510187 54.148077260775921,12.069741598625683 54.147332215870698,12.069506396008093 54.147174737904677,12.069328785195314 54.147031334297672,12.069175142669394 54.146876594320595,12.067806345702934 54.145281643266273,12.067686149664588 54.145115650023939,12.067546746349322 54.144859627919516,12.067450539869109 54.144617599570289,12.067402264280084 54.144429100745164,12.067252360251107 54.143689009332327))",53da52f6-9999-11e5-962c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.07165643918866 54.151268205544092,12.071670501662023 54.151076885852191))",53da56c0-9999-11e5-962d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.103638509156745 54.088117944419722,12.103191203616513 54.088562060985545))",53da5a76-9999-11e5-962e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.09397569962891 54.094790933693282,12.095101840200366 54.093726818303161,12.095340550900881 54.093524532883563,12.095601681092839 54.093313422829141,12.095907733169378 54.093119889069868,12.096258600997826 54.092952647827708,12.096744034892732 54.092750161914275,12.097259320968277 54.092591591738291,12.097983920952112 54.092446058547907,12.098454722315353 54.092406045613487,12.098843436310307 54.092414533182932,12.099179912632396 54.092458198075249))",53da5e2c-9999-11e5-962f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.086837058075403 54.099421240465077,12.088647876908311 54.098915083417126,12.089063546432557 54.098764889069969,12.089412181204981 54.098638376438508,12.089734030728513 54.098488249461951,12.090163030127066 54.098267051553201,12.090484593600468 54.098046022823631,12.090779456155854 54.097840649108292,12.091181257040002 54.097469670564955,12.093975709584413 54.094795336853466))",53da61ec-9999-11e5-9630-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.079141256550953 54.101576641139296,12.08204622307931 54.100760738855598,12.086842079255382 54.099410363720523))",53da65a2-9999-11e5-9631-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.078488131601034 54.101760564096864,12.079131557486214 54.101582398589024))",53da6a70-9999-11e5-9632-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
"MULTILINESTRING ((12.116507524790366 54.069292815051838,12.11664574795771 54.068212012907878,12.116738793209485 54.067782476942966,12.116800955124464 54.067528469407563))",53da6f34-9999-11e5-9633-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1A
"MULTILINESTRING ((12.122201709919391 54.075283605110442,12.121163735906459 54.074188780774051,12.120506380567731 54.073613522621464,12.119550129197032 54.072950584455903,12.119259071890582 54.072789842635395,12.118893540982841 54.072629083888458,12.118237240528918 54.072405258272063,12.117473050480188 54.072171649794434))",53da1354-9999-11e5-961d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F1
"MULTILINESTRING ((12.058615532737562 54.119372289149979,12.05871269516836 54.119119195502904,12.058834032107617 54.118744329393181,12.058879491937896 54.118508154574322,12.058899578957899 54.118261298790735,12.05887360179455 54.118001974977666,12.058796382435602 54.117725512904194,12.058775732548145 54.117575007152887,12.058779399541574 54.117402833205411,12.058826455810483 54.117225785592176,12.058918399295624 54.117033080302583,12.059041148333829 54.116858421725048,12.059201530559735 54.116712859213912,12.059326292320321 54.116624015855841,12.059538562567253 54.116508081162941,12.059772831640734 54.116426911071272,12.059985201929324 54.116381785393457,12.060171383165361 54.116371448349241))",53da76dc-9999-11e5-9635-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,F2
