geometrie_wkt,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel
"MULTILINESTRING ((12.106887724908214 54.113829398815973,12.107116482334172 54.113609217383612,12.107573652695157 54.113136054483228))",30390ab2-3ef5-11e5-a219-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Klüverweg,13230
"MULTILINESTRING ((12.107845647899737 54.114899948293882,12.107987785129517 54.114889217305702,12.109327526089276 54.114777389510913))",303bd918-3ef5-11e5-a37d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Spierenweg,13210
"MULTILINESTRING ((12.107780230989396 54.115406189844244,12.107939379314496 54.115436150380305,12.109322262283923 54.115653082693235))",303b3ecc-3ef5-11e5-a332-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Ruderweg,13200
"MULTILINESTRING ((12.107499694851512 54.115801196959133,12.107679908987533 54.11583033027312,12.108758049644027 54.116006744816509))",303c2cd8-3ef5-11e5-a3a5-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Tampenweg,13190
"MULTILINESTRING ((12.105559993322508 54.116423668879911,12.105653052193597 54.116309015381134,12.106263611148693 54.11566714505269,12.106487547427289 54.115430974018061))",30358b9e-3ef5-11e5-a057-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Besanweg,13270
"MULTILINESTRING ((12.105279258754129 54.118443433861998,12.104458153645735 54.117256017442045))",303a06c4-3ef5-11e5-a296-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Matrosenweg,13180
"MULTILINESTRING ((12.10026557411487 54.115616489270394,12.100687269079957 54.114934187567876,12.1012727314495 54.114323275366594))",30386a4e-3ef5-11e5-a1c9-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Jollenweg,13340
"MULTILINESTRING ((12.10026557411487 54.115616489270394,12.101298275884416 54.115849260999617,12.102352144665728 54.116066819477801,12.103277060083146 54.116268214767175))",30353446-3ef5-11e5-a028-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Backbordstr.,13310
"MULTILINESTRING ((12.102760871358257 54.112704258749595,12.102996834167156 54.112280545347218,12.103061870337111 54.112158549209589,12.103429615036786 54.111674874992602),(12.101984825254766 54.112531937920565,12.102760871358257 54.112704258749595),(12.102760871358257 54.112704258749595,12.102810344735584 54.112715269305646,12.103916095904884 54.112926749193342,12.104440943068465 54.11302064809805,12.105021892624702 54.113151787786251,12.105460159194955 54.113274063778178,12.105832323710906 54.113393520801061,12.106002363247317 54.113443962473298))",303bfd08-3ef5-11e5-a38f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Steuerbordstr.,13380
"MULTILINESTRING ((12.104399186538528 54.116431510979396,12.10448988322961 54.116329351006371,12.105543587616175 54.115229799797625))",3036b636-3ef5-11e5-a0f1-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Fockweg,13280
"MULTILINESTRING ((12.137348860603364 54.113822657968541,12.138849902094682 54.114111813230366,12.140584233236689 54.114447045382299),(12.138849902094682 54.114111813230366,12.139147254060113 54.113594862732285))",3035ef58-3ef5-11e5-a089-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Carl-von-Ossietzky-Str.,01680
"MULTILINESTRING ((12.150604488062518 54.114252505649262,12.15163318302163 54.115461991921926))",303d6594-3ef5-11e5-a43f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zur Kirschblüte,10020
"MULTILINESTRING ((12.135500106975178 54.113660758803526,12.136057201400709 54.112676429117613,12.136341514002897 54.112176034487383))",303d3bf0-3ef5-11e5-a42a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zum Fohlenhof,09960
"MULTILINESTRING ((12.166439159296198 54.11603649201308,12.167132180573368 54.116058535795837,12.167339125525741 54.116042522657686,12.167514378289914 54.116019364455326,12.167679842415371 54.115977618547539,12.167869309913193 54.11591346370804,12.168126027978101 54.115790535835501,12.169426768409608 54.11502543783628,12.171337673301426 54.113907655131563,12.173818213547483 54.112451235164897,12.173958106508147 54.112362430671418,12.17411447901592 54.112263178364913,12.174194579113696 54.112233857814829,12.174303204829783 54.112239092151725,12.17436127399189 54.112280164092297,12.174366165813218 54.112333713802514,12.174319415799895 54.112374937594304,12.174213664209853 54.112393422256304,12.174080943776712 54.11238768353337,12.173958106508147 54.112362430671418))",3035d428-3ef5-11e5-a07a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Brückenweg,10480
"MULTILINESTRING ((12.15783542104888 54.126115845796136,12.157939096854117 54.126104477270339,12.163365534155195 54.126101727097527,12.164355061141521 54.126109905091404))",30372a1c-3ef5-11e5-a12a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Gielandstr.,10400
"MULTILINESTRING ((12.165816273910222 54.128431774527293,12.166279814938871 54.128446770701011,12.166876417761257 54.128477036623906,12.167605769335642 54.128538565860133,12.167705705160504 54.128568889245862,12.167738039848842 54.128639024961707,12.167735350357329 54.129004040607306))",303c7b5c-3ef5-11e5-a3cd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Up de Schnur,10580
"MULTILINESTRING ((12.14559470128485 54.116045184119926,12.145660099902946 54.11598858284767,12.146242431458273 54.115818489906644,12.146347594409827 54.115805961340016,12.146455822212076 54.115804032467963,12.146876652121074 54.115875857125779,12.146960910907815 54.115909272152699,12.147000110393478 54.115935733066365,12.147104889066838 54.11606401540859,12.147268776183466 54.116283253824378))",30393e24-3ef5-11e5-a233-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Kranichhof,06220
"MULTILINESTRING ((12.147174301834486 54.115040331707114,12.147775597470627 54.115738618229159,12.149334710053251 54.115298444811238))",3038b616-3ef5-11e5-a1ee-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Kastanienweg,04460
"MULTILINESTRING ((12.153732527477253 54.111580056962659,12.15360136551897 54.111857893026269,12.15353841771589 54.111958616980118,12.153477346354901 54.112021057986546,12.153375089888106 54.112066028687913,12.152574993671424 54.112302569825005,12.152522930595445 54.112345499220424,12.152509235702171 54.112394580338503,12.152530266001566 54.112453861526298,12.153475556602359 54.113551022811322,12.153536213464568 54.113580599352467,12.15363204712917 54.113571580868346,12.154661923620651 54.113283607123137))",303a954e-3ef5-11e5-a2db-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Pablo-Neruda-Str.,07440
"MULTILINESTRING ((12.145195926680225 54.120766834550807,12.146752957711943 54.120319149319407,12.148857108827684 54.119730137109556,12.149586968168974 54.11952740599623,12.151012370998226 54.119127544861833,12.152822246462435 54.118618088820121))",30399874-3ef5-11e5-a25f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Ligusterweg,10380
"MULTILINESTRING ((12.105326018156996 54.128523005893435,12.106644039298871 54.12847664555116,12.108854785813683 54.128416347049338,12.109027508986692 54.128406755389811,12.109222143427917 54.128380070183773,12.10992485867458 54.128232239572029,12.109998780667851 54.128223725182259,12.11006187026517 54.12822258918083,12.110126911748983 54.128243736660657,12.110182884670715 54.128271182613908))",303cd17e-3ef5-11e5-a3f6-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Warnowrande,12840
"MULTILINESTRING ((12.153512207193648 54.119201841612742,12.153706201102196 54.119021424162298,12.153761660901919 54.118973996953834,12.153824623046225 54.118942555258506,12.153923532009863 54.118909000772902,12.155367376261085 54.118498281167284,12.157421398262651 54.117920326326413,12.157594231448998 54.117854412249009,12.15772312770652 54.117779299903532,12.157817430176829 54.117730202414414,12.157927627923126 54.117714332301844,12.158017427817972 54.117741891395781,12.158284185794242 54.117925664579715))",303b538a-3ef5-11e5-a33d-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Sanddornweg,10370
"MULTILINESTRING ((12.154500949643722 54.112294810732628,12.155200563184222 54.113120715696517))",303d5464-3ef5-11e5-a436-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zum Vogelnest,10010
"MULTILINESTRING ((12.149870085918289 54.113658547057419,12.149674434417996 54.114041775343019,12.149628137615348 54.114076069706215,12.14856866424461 54.114392342858821,12.148816872689926 54.11469765115303,12.149334710053251 54.115298444811238,12.149481127917872 54.11546324657256,12.149608412659672 54.11556912357257,12.149766609586909 54.115641533932454,12.149906001470585 54.115676316038446,12.150297218511712 54.115755624032069,12.150438031906058 54.115764703696485,12.150963148347927 54.116414455030657),(12.145688032268275 54.114457329240452,12.146655481318742 54.114651510460504,12.146812976122602 54.114634784120511,12.146946657294688 54.114590229954025,12.148270291313265 54.114203285272453,12.148404209664136 54.114225944721042,12.14856866424461 54.114392342858821))",303415de-3ef5-11e5-9f97-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Albert-Schweitzer-Str.,00170
"MULTILINESTRING ((12.101298275884416 54.115849260999617,12.101580964595136 54.115381749312974,12.102405244500222 54.114528456344559))",303d2b10-3ef5-11e5-a421-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zeesenweg,13330
"MULTILINESTRING ((12.106973417071037 54.112572266856233,12.106823044276156 54.112663878247858,12.106696221222077 54.112740911199595,12.106569595535017 54.112845890398212,12.106401396201928 54.113020727690362,12.106134965155098 54.113306988344341,12.106002363247317 54.113443962473298,12.105364629518201 54.114102928980707,12.104523063352367 54.114977104905115,12.104045711350059 54.115472918290415,12.103277565347916 54.116268483914368,12.102543489678242 54.117028700413478,12.102484517361743 54.117106749345247,12.102350342571189 54.117280743112602))",303d7340-3ef5-11e5-a445-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zur Yachtwerft,13290
"MULTILINESTRING ((12.153470699520259 54.128521295578814,12.153324467087378 54.128628505361483,12.153273386957032 54.128737930192237,12.153294174423715 54.13231730095201,12.153295290012679 54.132516878743218,12.153311433943434 54.132548488924925,12.153388386375836 54.132574899604059,12.153466614466357 54.132570846045098,12.153528241823896 54.132548212577213,12.153544773303699 54.132513954804274,12.153544628389097 54.132474775999682,12.153491101603537 54.132435575419862,12.153404309298402 54.132375929121658,12.153294174423715 54.13231730095201))",303c2422-3ef5-11e5-a3a0-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Swienskuhlenstr.,10410
"MULTILINESTRING ((12.102352144665728 54.116066819477801,12.102521843968148 54.115772292798582,12.103057578370148 54.115207602534007))",3039134a-3ef5-11e5-a21e-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Koggenweg,13320
"MULTILINESTRING ((12.153826412000193 54.115576476126826,12.153302422796115 54.114967981628133,12.152534138582434 54.114092550043452,12.151906652325087 54.113387850186541),(12.151906652325087 54.113387850186541,12.151836356120082 54.11330895165333,12.151745102278309 54.113259463843164,12.15149681529995 54.113212869570368),(12.151906652325087 54.113387850186541,12.150969779521178 54.113657442047163,12.150905732807832 54.113666508414283,12.150814267899701 54.113663028663815,12.150689184773189 54.113641708736793,12.150640303258117 54.113623797867646,12.150594403871766 54.113593392658409,12.150315631050587 54.113244364160579))",303a8518-3ef5-11e5-a2d3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Olof-Palme-Str.,07350
"MULTILINESTRING ((12.138849902094682 54.114111813230366,12.138455705653254 54.114830431096948),(12.13845280763379 54.114831422894802,12.138434184362128 54.114883114000243,12.138437304364842 54.114910877247645,12.138483195121275 54.114940927650437,12.138545147622834 54.1149455290765,12.138600999928194 54.114936568589648,12.138622976538823 54.11490697923292,12.138610232567199 54.114868174257431,12.138572973197512 54.114816367767688,12.13850598441072 54.114738895437576))",30346a7a-3ef5-11e5-9fbd-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Am Fliederbeerenbusch,00080
"MULTILINESTRING ((12.134794563095381 54.111900018945086,12.134702829373277 54.112006516326026,12.134629809631205 54.112088370962979,12.134483602596148 54.112200590307971,12.134381359738697 54.11233423700692,12.134235539859141 54.112605778001566,12.134082486433153 54.112864386977854,12.134009713230302 54.113062610085727,12.133609235641496 54.113812220972754),(12.133609235641496 54.113812220972754,12.133301039911656 54.114352533427514),(12.134682887883931 54.114142608685668,12.13460928341636 54.114045192595633,12.134566670601572 54.114013429701814,12.134512623201511 54.113995338343862,12.133921640092094 54.113875584670545,12.133609235641496 54.113812220972754),(12.134682905365318 54.114148000285248,12.134697168186637 54.114189589648895,12.134687188406232 54.114224017321298,12.134671230686743 54.114282174806796,12.133788061775061 54.114151514580165,12.133921640092094 54.113875584670545))",303832e0-3ef5-11e5-a1ae-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Ilja-Ehrenburg-Str.,03970
"MULTILINESTRING ((12.157646007737796 54.112251103269074,12.158087415907968 54.112762908049781,12.158666765548148 54.113422439533565,12.159207760528897 54.114009411751809))",303589dc-3ef5-11e5-a056-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Bertrand-Russell-Allee,01000
"MULTILINESTRING ((12.137549408074374 54.111188801836079,12.137420777435693 54.111158396277617,12.137376417406545 54.111132027980958,12.137357233484606 54.111090354669784,12.137363353575308 54.110728749549814,12.137361257344232 54.110628827206035,12.137375009667869 54.110591878892208,12.137423831472487 54.110556418157188,12.137489118625297 54.110541606476801,12.137545613152369 54.110537857638093,12.137764464181116 54.110579751796656,12.138547514029797 54.110738354923249,12.13952790209825 54.110915055814424,12.140982415927878 54.111198128008382,12.141366779735552 54.111282505263191,12.141387024982256 54.111301262294894,12.141406763878438 54.111319480755917,12.141406896930539 54.111358569860336,12.140919529877785 54.112218206655207,12.140870671323773 54.112242526157949,12.140797155222128 54.112248902422692,12.139430085244072 54.111985855451152,12.139342588977794 54.111960795900714,12.139262870731496 54.111923056974767,12.139184503988496 54.11187453318967,12.138853974293651 54.111518618712871,12.138771043957668 54.111462911092644,12.138651426930764 54.111412637314103,12.137549408074374 54.111188801836079,12.137772667370854 54.111075591942615,12.138302801256406 54.110847097903147,12.138547514029797 54.110738354923249))",303585ea-3ef5-11e5-a054-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Bertha-von-Suttner-Ring,01010
"MULTILINESTRING ((12.133944274655047 54.111741106851277,12.134794563095381 54.111900018945086,12.13505717756766 54.111938813736025),(12.13562649257798 54.11103121279136,12.135678342041487 54.110956660095319,12.135735856517062 54.110917416110951,12.135812390580577 54.110908703159495,12.135939844973969 54.110927160336779,12.136363061984465 54.111016721569705,12.136427213149441 54.111039742969467,12.136483934071332 54.111066277317207,12.136920934574425 54.111318737796616,12.137215868433323 54.111481408542446,12.137545053378247 54.111664078277272,12.137930771794363 54.111853331986723,12.138407307095067 54.112079053197554),(12.13562649257798 54.11103121279136,12.13505717756766 54.111938813736025),(12.136339466953819 54.115164971057105,12.136550616486863 54.115005948481084),(12.136550616486863 54.115005948481084,12.1370324488037 54.115184402499835),(12.1370324488037 54.115184402499835,12.137024938921988 54.115240483882481,12.13702675282034 54.115293229816331,12.137069422204261 54.115341166624631,12.137651565386014 54.115448963521239,12.137700204410411 54.115432822880152,12.137718469173318 54.115386793503191,12.137670190210885 54.115321250722708,12.137641489652685 54.115301514286344,12.137590090080538 54.115283960445801,12.137098317052025 54.115190527836681,12.1370324488037 54.115184402499835),(12.136638680516413 54.114396865175273,12.135977253396318 54.114263542794646,12.13591669799284 54.114261454558026,12.135847358179754 54.114273304557415,12.135322871282058 54.114432858408378,12.135261077587927 54.114515419651447,12.135262209630749 54.114553159711065,12.1352693725627 54.114583524445528,12.13533327283292 54.114605468375579,12.136350238107831 54.114795543122924,12.136389306751783 54.114784535891069,12.136425027752745 54.11475286456988,12.136638680516413 54.114396865175273),(12.13505717756766 54.111938813736025,12.135330778608733 54.111981369733485,12.136341514002897 54.112176034487383,12.13720485231674 54.112346956052427,12.137406225307494 54.112402709275649,12.13755179189878 54.112480182309909,12.137673413513278 54.11256388292896,12.137735963653647 54.112635699626637,12.13779883126702 54.11272710548262,12.137809389531975 54.112753871774174,12.137826943531284 54.112798152819131,12.13783122383238 54.112871653677111,12.137803649222382 54.113000724708009,12.13756097179243 54.113423974975852,12.137348860603364 54.113822657968541,12.13715046582673 54.114174327978319,12.136988854581322 54.114473477345655),(12.136988854581322 54.114473477345655,12.136638680516413 54.114396865175273),(12.136550616486863 54.115005948481084,12.136740008150829 54.114828888332482,12.136854709643272 54.114686688787017,12.136988854581322 54.114473477345655))",3038683c-3ef5-11e5-a1c8-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Joliot-Curie-Allee,04180
"MULTILINESTRING ((12.111177849392011 54.117571875994642,12.111415905764732 54.117574082043383,12.111801742210609 54.117503004171638,12.112424663688515 54.117355682024709,12.114072319882043 54.116981750507151,12.115397698243836 54.116676579407006,12.116795930992039 54.116357035216282,12.11706125445995 54.116278778689384,12.117231193962954 54.116240063196585,12.117705013695369 54.116152705780891,12.118450793973663 54.115972253438329,12.120232980639415 54.115568810502353,12.121594043398606 54.115246282225108,12.122545334280481 54.115041064772257))",30397ba0-3ef5-11e5-a250-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Langenort Hufe,06470
"MULTILINESTRING ((12.150580835584217 54.122168506854891,12.150349681525704 54.122094301729099,12.148633779943975 54.121661509657869,12.147766010698264 54.121447632588236,12.146396243641732 54.12109058459238,12.145195926680225 54.120766834550807,12.144354925959485 54.120548856871096,12.142936031944251 54.120160017874319,12.142707742315789 54.120067732753043,12.14251010746875 54.119937759460065,12.142308410730477 54.119726556982798,12.142020275245379 54.119361345872989,12.141221145265481 54.11957130122007,12.141071885342882 54.119604365129739,12.140893032716619 54.119616436205881,12.140753107278114 54.119612017069095,12.140623853015761 54.11959212933877,12.139814340261095 54.119382080683962,12.139524598917928 54.119282672078441,12.139240114486267 54.119170406676794,12.138567639103897 54.118889381119232,12.138343712034439 54.118814066275903,12.137797721301867 54.118666602997486,12.137624617649632 54.118623308720643,12.137027985781824 54.118496567710899,12.135603564850276 54.11818843289393,12.134673886163057 54.117980282199852,12.134286577915288 54.117897594271426,12.134115348174248 54.117846475012129,12.133802353299702 54.117726680253504,12.133238703712045 54.117491871738899,12.132717451318307 54.117297720530921))",30399dec-3ef5-11e5-a262-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Lindenallee,06610
"MULTILINESTRING ((12.138547232410472 54.116326949094478,12.138936318128962 54.116113172173947,12.139668798862838 54.11575665720725,12.139817730890933 54.115667432701173,12.139877104759119 54.115617670954457,12.140041788403673 54.115411519600293,12.140400885350774 54.11476473594724,12.140584233236689 54.114447045382299,12.140990321788825 54.113750602046082,12.141142400269828 54.11347661932848,12.141147818525651 54.113437793307575,12.141111285658148 54.113414742046245,12.140354307080059 54.113262235734098,12.139657081115704 54.113134456782539,12.13913800018304 54.113016352580345,12.137809389531975 54.112753871774174),(12.139668798862838 54.11575665720725,12.139564938233987 54.115706815378282,12.138992601555298 54.115591737724692,12.138883140726946 54.115602108177939,12.138444775099995 54.115714129932371,12.138331791563706 54.115803221558821,12.13827472490903 54.115902492913662,12.138828758355187 54.116013371658866,12.138936318128962 54.116113172173947))",303a9710-3ef5-11e5-a2dc-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Pablo-Picasso-Str.,07450
"MULTILINESTRING ((12.143842296630735 54.116022400214995,12.144744951754983 54.116185762243013,12.144869397323854 54.11616764043616,12.145391970549399 54.116006160270999,12.14407120111086 54.115752096173253,12.144381417480755 54.115213461118451),(12.145391970549399 54.116006160270999,12.14559470128485 54.116045184119926,12.145802389072255 54.116094715277079,12.145966274779973 54.116171886326008,12.146058387101762 54.11625040232849,12.146439134789114 54.116688368009335,12.146908081918205 54.117236573255646,12.147310752925996 54.117661749192933),(12.142911224973433 54.115847293467397,12.143842296630735 54.116022400214995,12.143983219126534 54.115771970740717,12.144021120805458 54.115752156119079,12.14407120111086 54.115752096173253))",303b4fca-3ef5-11e5-a33b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Salvador-Allende-Str.,08170
"MULTILINESTRING ((12.150438031906058 54.115764703696485,12.150575538505397 54.115766328927698,12.15163318302163 54.115461991921926,12.153302422796115 54.114967981628133))",303b6ee2-3ef5-11e5-a34a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Schlehenweg,08260
"MULTILINESTRING ((12.110143099126336 54.10903996244015,12.11036027551598 54.109604356122638,12.110485069083046 54.10986115236755,12.110659949711319 54.110027682621812,12.110978011931149 54.110249704201564,12.111506430572643 54.11060003047691,12.11211079443745 54.110998718404232,12.112152530032006 54.111040105128673,12.112173465437648 54.111085824527592,12.112190019482325 54.111143858874399,12.112174954175678 54.111216749656123,12.112104908443705 54.111294813711076,12.111960262727321 54.111399455960147,12.111873864112891 54.11149433897549,12.111791924787477 54.111605931806203,12.111695380942482 54.111680875121351),(12.112129809275409 54.112482474485802,12.112118461576964 54.112390737671682,12.112093581629741 54.112332531362739,12.111720714994103 54.111861381006747,12.111685847577409 54.11179437756919,12.111670807352784 54.111736251894278,12.111670721113754 54.111704171835868,12.111695380942482 54.111680875121351))",303b822e-3ef5-11e5-a353-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Schöffenweg,08330
"MULTILINESTRING ((12.142020275245379 54.119361345872989,12.142158163606219 54.119360554048363,12.142277206422046 54.119345766148278,12.143528555039465 54.118976212635417,12.144340246247992 54.118720937298711,12.144778754978541 54.118573039721333,12.146179201361868 54.118068129264458,12.147310752925996 54.117661749192933,12.148561353676122 54.117215583150376,12.149629264600097 54.116840261548056,12.150267438058451 54.116624700259422,12.150963148347927 54.116414455030657,12.153826412000193 54.115576476126826,12.156076311061891 54.114923529542679,12.159207760528897 54.114009411751809,12.162771369446162 54.112970980630671,12.163093046354602 54.112880325283861,12.163684664719252 54.112695308249698,12.164273758264819 54.112479200053002,12.164733165248121 54.112291932024128,12.16567610194374 54.111896599720779))",303c4f56-3ef5-11e5-a3b6-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Toitenwinkler Allee,08980
"MULTILINESTRING ((12.143595368423359 54.116553499894536,12.142822419831932 54.116398422253276,12.142756926967765 54.116392209742962,12.142720016002025 54.116406990612155,12.142655692973019 54.116521009733113,12.143272846822581 54.116639251585703,12.143341710218628 54.116635036006684,12.143595368423359 54.116553499894536,12.143792799703171 54.11651902737794,12.143978384480071 54.116524376821971,12.144191557180788 54.116554853809994,12.144338198882279 54.116607156427982,12.144416967459485 54.116658102573439,12.144501442504822 54.116753792240708,12.145303825462516 54.117710287442257),(12.141912194867464 54.116381616884802,12.142655692973019 54.116521009733113))",303d4b04-3ef5-11e5-a431-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Zum Schäferteich,09990
"MULTILINESTRING ((12.108593456909754 54.113654261419477,12.1095613586801 54.113375715680085,12.109580785444662 54.113280535926329,12.109633251826008 54.113182001237838,12.109678636472173 54.113124539141218,12.109720675769935 54.113089994456288,12.109790745847993 54.113066027700121,12.110282703005366 54.112928900283144,12.111812426936185 54.112521679345924,12.111965334736984 54.112485682893656,12.112129809275409 54.112482474485802,12.112182668484284 54.112485300746407,12.11227631613515 54.112505162392296,12.112389709115057 54.112550076553546,12.112452912533596 54.112599800120016,12.112497144280992 54.112677218369676,12.112506146962978 54.112741100638374,12.112488181189448 54.112814263732723,12.112389045242702 54.112910776487027,12.112306374742129 54.11293906981345,12.111522231531232 54.113149982396443,12.111236852522664 54.113224920469612,12.110173604712328 54.113504016334652,12.110076766897816 54.113518392749562,12.109971675654242 54.113512288480827,12.109862631789282 54.113490192595108,12.109726047720756 54.113452306314009,12.1095613586801 54.113375715680085))",3034779a-3ef5-11e5-9fc5-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Am Hechtgraben,10040
"MULTILINESTRING ((12.169272438844516 54.124112776146177,12.169612435503423 54.124072309687129,12.171010115406244 54.124210603679117,12.17116164844588 54.124210388275387,12.171280213209448 54.124170591247427,12.171668726745478 54.124299166853639,12.171902242364526 54.124383032577093,12.172203667728255 54.124412614993069,12.172815741225925 54.124474370265226))",30373fde-3ef5-11e5-a135-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Goorstorfer Str.,10340
"MULTILINESTRING ((12.155244805149094 54.119828551058291,12.153512207193648 54.119201841612742,12.153326038376845 54.119144388651563,12.153245403256399 54.119104683258321,12.153152025029213 54.119030397824858,12.152822246462435 54.118618088820121,12.15261887931422 54.118308149220994,12.152618552089503 54.118219098098692,12.152673846244674 54.118126561733824,12.152780892276848 54.118041867357746,12.152997464275963 54.117963863072987,12.157378627968551 54.11672065739684,12.159649519797638 54.116079657979455,12.160241753566144 54.115907597075996,12.160845186540827 54.115664438762259,12.16106362317864 54.115586417424403,12.161188116288139 54.11558283604888,12.161301518099656 54.115614225080414,12.16140347243247 54.11568624622825,12.161567106313855 54.115821356307919,12.161705684668789 54.115936101538381))",30379362-3ef5-11e5-a15f-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Hainbuchenring,10360
"MULTILINESTRING ((12.153470699520259 54.128521295578814,12.153604911311378 54.128473588362709,12.153754620229464 54.128453627980186,12.157245799085354 54.12845127415352,12.159497286310929 54.128438427002365,12.162937497054529 54.128439210611297,12.164750312941019 54.12844635791437,12.165816273910222 54.128431774527293))",3034916c-3ef5-11e5-9fd3-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030000,"Rostock, Hansestadt",130030000000,Am Liepengraben,10390
